date,views,rooms,size,reconstructed,garage,balcony,price,new,location,top
2025-09-07,253,3.0,84.0,True,False,False,329900.0,True,Košice,True
2025-09-07,40,3.0,34.0,True,False,True,158000.0,True,Banská Bystrica,False
2025-09-07,878,3.0,72.0,False,False,False,145000.0,False,Liptovský Mikuláš,True
2025-09-07,77,2.0,10.0,False,False,False,147000.0,True,Senec,False
2025-09-07,43,2.0,19.0,False,False,True,230600.0,False,Poprad,False
2025-08-04,856,2.0,71.0,False,True,True,281999.0,False,Bratislava,True
2025-08-04,273,3.0,66.0,False,False,True,112500.0,False,Komárno,False
2025-08-04,1089,3.0,48.0,True,False,False,244900.0,False,Bratislava,True
2025-08-04,288,1.0,50.0,False,False,False,235000.0,False,Bratislava,False
2025-08-04,252,4.0,93.0,True,False,False,365000.0,False,Bratislava,False
2025-08-04,247,5.0,140.0,True,False,True,449999.0,False,Bratislava,False
2025-08-04,275,2.0,54.0,True,False,True,220000.0,False,Bratislava,False
2025-08-04,244,3.0,84.0,True,False,True,354900.0,True,Bratislava,False
2025-08-04,292,3.0,160.0,False,True,False,599000.0,True,Bratislava,False
2025-08-04,499,0.0,20.0,True,False,False,110000.0,False,Bratislava,False
2025-08-04,463,3.0,68.0,True,False,True,200000.0,False,Trnava,False
2025-08-04,628,1.0,0.0,True,False,False,62000.0,False,Partizánske,False
2025-08-04,668,2.0,5.0,False,False,False,83990.0,False,Žiar nad Hronom,False
2025-08-04,564,3.0,35.0,True,False,True,179990.0,True,Trnava,False
2025-08-04,569,3.0,73.0,True,False,True,130900.0,True,Trenčín,True
2025-07-28,276,1.0,38.0,False,False,True,148900.0,True,Žilina,False
2025-07-28,303,1.0,39.0,False,False,True,154900.0,True,Žilina,False
2025-07-28,326,1.0,38.0,False,False,True,154900.0,True,Žilina,False
2025-07-28,374,2.0,29.0,True,False,True,299900.0,True,Bratislava,False
2025-07-28,266,3.0,93.0,True,False,True,113000.0,True,Levice,False
2025-07-28,590,2.0,48.0,False,False,True,66900.0,False,Partizánske,False
2025-07-28,376,2.0,67.0,True,False,True,219500.0,False,Poprad,False
2025-07-28,510,2.0,51.0,True,False,False,210000.0,False,Bratislava,False
2025-07-28,433,3.0,72.0,True,False,True,139500.0,True,Hlohovec,False
2025-07-28,457,4.0,25.0,False,False,False,274712.0,True,Liptovský Mikuláš,False
2025-07-28,334,3.0,21.0,False,False,False,217167.0,True,Liptovský Mikuláš,False
2025-07-28,364,2.0,6.0,False,False,False,171820.0,True,Liptovský Mikuláš,False
2025-07-28,290,2.0,11.0,True,False,False,173549.0,True,Liptovský Mikuláš,False
2025-07-28,308,4.0,75.0,False,False,False,266166.0,True,Liptovský Mikuláš,False
2025-07-28,287,2.0,7.0,False,False,True,230000.0,False,Bratislava,False
2025-07-28,355,5.0,140.0,True,False,True,449999.0,False,Bratislava,False
2025-07-28,515,4.0,82.0,True,False,True,214900.0,True,Martin,False
2025-09-02,901,5.0,130.0,False,False,False,244900.0,True,Košice,False
2025-09-02,266,3.0,70.0,True,False,True,112000.0,False,Spišská Nová Ves,False
2025-09-02,637,4.0,80.0,True,False,True,169000.0,False,Trenčín,True
2025-09-02,584,4.0,17.0,True,False,True,329900.0,False,Bratislava,False
2025-09-02,431,3.0,65.0,True,False,True,115000.0,False,Brezno,True
2025-09-02,268,2.0,57.0,True,False,True,30000.0,False,Trebišov,True
2025-09-02,213,2.0,58.0,True,False,True,135000.0,False,Martin,False
2025-09-02,268,2.0,62.0,True,False,True,165000.0,False,Nitra,False
2025-09-02,431,2.0,120.0,False,False,False,147000.0,True,Poprad,False
2025-09-02,210,3.0,73.0,True,False,True,137900.0,False,Komárno,False
2025-08-23,1702,3.0,87.0,False,True,False,199000.0,False,Bratislava,True
2025-08-23,287,3.0,3.0,True,False,True,144490.0,False,Považská Bystrica,False
2025-08-23,430,2.0,4.0,True,True,True,174990.0,True,Nitra,False
2025-08-23,320,3.0,77.0,True,False,True,165000.0,False,Nitra,False
2025-08-23,1857,2.0,5.0,False,False,True,135000.0,True,Bratislava,True
2025-08-23,154,2.0,74.0,True,False,True,219000.0,True,Bratislava,False
2025-08-23,1443,3.0,97.0,True,True,True,264000.0,True,Trnava,True
2025-08-23,285,2.0,66.0,True,False,True,74000.0,False,Snina,False
2025-08-23,188,0.0,10.0,True,False,True,65000.0,True,Levice,False
2025-08-23,202,3.0,5.0,True,False,True,179000.0,False,Martin,False
2025-08-23,156,3.0,55.0,True,False,False,95000.0,False,Košice-okolie,False
2025-08-23,160,2.0,130.0,True,False,True,78000.0,False,Komárno,False
2025-08-12,999,3.0,74.0,True,False,True,129000.0,True,Stropkov,False
2025-08-12,1496,2.0,58.0,True,True,True,195000.0,True,Bratislava,True
2025-08-12,696,2.0,56.0,True,False,True,229999.0,False,Bratislava,True
2025-08-12,960,2.0,54.0,False,False,False,125000.0,False,Poprad,False
2025-08-12,1262,1.0,14.0,False,False,True,93400.0,False,Tvrdošín,False
2025-08-12,648,3.0,100.0,True,True,True,148000.0,False,Vranov nad Topľou,False
2025-08-12,620,3.0,59.0,True,False,False,177000.0,True,Bratislava,False
2025-08-12,1759,3.0,59.0,True,False,True,104900.0,True,Humenné,True
2025-08-12,980,3.0,70.0,True,False,True,285000.0,True,Bratislava,False
2025-08-12,662,3.0,62.0,False,True,True,184900.0,False,Nitra,False
2025-08-12,463,4.0,2.0,True,False,False,116000.0,True,Nové Zámky,True
